ensembl_id	gene	UNEECON-G	pLI
ENSG00000036672	USP2	0.210520	5.2172e-02
ENSG00000036828	CASR	0.390535	6.0105e-02
ENSG00000037042	TUBG2	0.389923	9.6514e-06
ENSG00000037241	RPL26L1	0.168261	6.1626e-04
ENSG00000037280	FLT4	0.419897	8.7521e-01
ENSG00000037474	NSUN2	0.129429	1.5779e-04
ENSG00000037637	FBXO42	0.333106	5.4714e-01
ENSG00000037749	MFAP3	0.193392	3.4431e-01
ENSG00000037757	MRI1	0.043895	3.2030e-02
ENSG00000037897	METTL1	0.094630	4.9713e-01
ENSG00000037965	HOXC8	0.299088	4.8528e-01
ENSG00000038002	AGA	0.074150	1.0206e-06
ENSG00000038210	PI4K2B	0.167437	9.1102e-05
ENSG00000038219	BOD1L1	0.123370	8.4158e-01
ENSG00000038274	MAT2B	0.312221	3.1166e-01
ENSG00000038295	TLL1	0.261016	5.2334e-02
ENSG00000038358	EDC4	0.458327	4.8057e-01
ENSG00000038382	TRIO	0.417406	1.0000e+00
ENSG00000038427	VCAN	0.141273	9.8948e-01
ENSG00000038532	CLEC16A	0.331149	2.2909e-02
ENSG00000038945	MSR1	0.085611	6.0479e-06
ENSG00000039068	CDH1	0.264476	5.8504e-02
ENSG00000039139	DNAH5	0.115086	1.3511e-61
ENSG00000039319	ZFYVE16	0.146182	1.2591e-13
ENSG00000039537	C6	0.125421	2.9341e-01
ENSG00000039560	RAI14	0.126633	9.9721e-01
ENSG00000039600	SOX30	0.118288	7.4583e-01
ENSG00000039650	PNKP	0.056273	5.5294e-15
ENSG00000039987	BEST2	0.120698	9.9375e-14
ENSG00000040199	PHLPP2	0.163956	9.8656e-07
ENSG00000040275	SPDL1	0.054371	7.2433e-05
ENSG00000040341	STAU2	0.235167	9.7621e-01
ENSG00000040487	PQLC2	0.196204	9.6660e-04
ENSG00000040531	CTNS	0.053997	2.7551e-03
ENSG00000040608	RTN4R	0.298438	6.4112e-01
ENSG00000040633	PHF23	0.365606	9.5809e-01
ENSG00000040731	CDH10	0.418930	3.2747e-01
ENSG00000040933	INPP4A	0.398738	9.9995e-01
ENSG00000041353	RAB27B	0.134575	6.9625e-01
ENSG00000041357	PSMA4	0.558306	4.8835e-01
ENSG00000041515	MYO16	0.158885	7.7309e-01
ENSG00000041802	LSG1	0.082694	1.5968e-04
ENSG00000041880	PARP3	0.074697	3.1879e-06
ENSG00000041982	TNC	0.091603	3.3877e-01
ENSG00000041988	THAP3	0.135901	3.4864e-01
ENSG00000042088	TDP1	0.088125	3.1604e-03
ENSG00000042286	AIFM2	0.072431	1.8914e-06
ENSG00000042304	C2orf83	0.051641	7.7198e-04
ENSG00000042317	SPATA7	0.048941	2.7532e-13
ENSG00000042429	MED17	0.221747	2.6475e-02
ENSG00000042445	RETSAT	0.056595	4.1935e-12
ENSG00000042493	CAPG	0.068988	1.0294e-03
ENSG00000042753	AP2S1	0.849427	9.0342e-01
ENSG00000042781	USH2A	0.079479	2.9694e-94
ENSG00000042813	ZPBP	0.180464	6.4930e-02
ENSG00000042832	TG	0.082711	1.6014e-32
ENSG00000042980	ADAM28	0.019499	1.2580e-09
ENSG00000043039	BARX2	0.086176	1.0397e-01
ENSG00000043093	DCUN1D1	0.453514	8.9738e-01
ENSG00000043355	ZIC2	0.504053	9.7738e-01
ENSG00000043462	LCP2	0.285498	2.9565e-01
ENSG00000043514	TRIT1	0.110024	1.1929e-04
ENSG00000043591	ADRB1	0.244270	3.4881e-06
ENSG00000044012	GUCA2B	0.107564	4.0783e-01
ENSG00000044090	CUL7	0.203957	1.2200e-21
ENSG00000044115	CTNNA1	0.471856	9.9086e-01
ENSG00000044446	PHKA2	0.400121	5.2642e-01
ENSG00000044459	CNTLN	0.058069	2.1077e-46
ENSG00000044524	EPHA3	0.220669	5.1469e-05
ENSG00000044574	HSPA5	0.578246	7.7858e-01
ENSG00000046604	DSG2	0.089920	6.7815e-07
ENSG00000046647	GEMIN8	0.193353	9.4957e-01
ENSG00000046651	OFD1	0.150627	8.6124e-01
ENSG00000046653	GPM6B	0.384776	6.7155e-01
ENSG00000046889	PREX2	0.205409	2.1107e-15
ENSG00000047056	WDR37	0.400410	3.8276e-01
ENSG00000047188	YTHDC2	0.192969	9.9999e-01
ENSG00000047230	CTPS2	0.518682	2.8488e-01
ENSG00000047249	ATP6V1H	0.276879	3.8210e-02
ENSG00000047315	POLR2B	0.671522	3.7683e-01
ENSG00000047346	FAM214A	0.255129	3.0641e-02
ENSG00000047365	ARAP2	0.052450	1.8184e-02
ENSG00000047410	TPR	0.311528	4.5663e-01
ENSG00000047457	CP	0.125788	3.8578e-06
ENSG00000047578	KIAA0556	0.053219	1.5148e-06
ENSG00000047579	DTNBP1	0.082575	3.1079e-06
ENSG00000047597	XK	0.340895	9.5991e-01
ENSG00000047621	C12orf4	0.234034	6.8458e-06
ENSG00000047634	SCML1	0.509849	5.9323e-01
ENSG00000047644	WWC3	0.253952	9.9997e-01
ENSG00000047648	ARHGAP6	0.246700	9.8112e-01
ENSG00000047662	FAM184B	0.060489	3.0194e-16
ENSG00000047849	MAP4	0.124569	2.9374e-01
ENSG00000047932	GOPC	0.328615	8.2878e-03
ENSG00000047936	ROS1	0.029962	6.6558e-06
ENSG00000048028	USP28	0.195446	2.1210e-10
ENSG00000048052	HDAC9	0.348243	9.9986e-01
ENSG00000048140	TSPAN17	0.092393	2.4995e-07
ENSG00000048162	NOP16	0.076796	1.2458e-02
ENSG00000048342	CC2D2A	0.029409	2.8906e-03
ENSG00000048392	RRM2B	0.293584	3.7539e-05
ENSG00000048405	ZNF800	0.245387	8.5790e-01
ENSG00000048462	TNFRSF17	0.085776	5.2717e-04
ENSG00000048471	SNX29	0.180783	4.5151e-09
ENSG00000048540	LMO3	0.528185	4.8933e-01
ENSG00000048544	MRPS10	0.050372	1.1658e-08
ENSG00000048545	GUCA1A	0.093862	4.5429e-04
ENSG00000048649	RSF1	0.238089	6.0901e-01
ENSG00000048707	VPS13D	0.190459	5.7827e-03
ENSG00000048740	CELF2	0.733033	9.9973e-01
ENSG00000048828	FAM120A	0.331993	8.8334e-01
ENSG00000048991	R3HDM1	0.181529	9.2121e-02
ENSG00000049089	COL9A2	0.156252	4.9731e-04
ENSG00000049130	KITLG	0.220407	4.0377e-01
ENSG00000049167	ERCC8	0.091102	4.3891e-11
ENSG00000049192	ADAMTS6	0.375951	9.9872e-01
ENSG00000049239	H6PD	0.053034	9.5162e-09
ENSG00000049245	VAMP3	0.116451	1.9930e-03
ENSG00000049246	PER3	0.029039	4.5744e-05
ENSG00000049247	UTS2	0.029878	1.1499e-06
ENSG00000049249	TNFRSF9	0.088094	5.3403e-01
ENSG00000049283	EPN3	0.023883	5.2093e-09
ENSG00000049323	LTBP1	0.132668	8.1882e-02
ENSG00000049449	RCN1	0.126433	2.0091e-05
ENSG00000049540	ELN	0.142519	1.4459e-14
ENSG00000049541	RFC2	0.260585	1.2117e-04
ENSG00000049618	ARID1B	0.319055	1.0000e+00
ENSG00000049656	CLPTM1L	0.192481	1.6805e-03
ENSG00000049768	FOXP3	0.354396	9.9369e-01
ENSG00000049769	PPP1R3F	0.030762	5.4603e-03
ENSG00000049860	HEXB	0.100278	1.4581e-06
ENSG00000049883	PTCD2	0.110918	2.6425e-07
ENSG00000050130	JKAMP	0.439193	6.7323e-02
ENSG00000050165	DKK3	0.154143	8.3041e-02
ENSG00000050327	ARHGEF5	0.072384	5.0195e-01
ENSG00000050344	NFE2L3	0.010815	1.9669e-01
ENSG00000050393	MCUR1	0.111937	3.0156e-03
ENSG00000050405	LIMA1	0.160045	3.4957e-05
ENSG00000050426	LETMD1	0.112192	6.8471e-01
ENSG00000050438	SLC4A8	0.397426	9.7251e-01
ENSG00000050555	LAMC3	0.099726	2.2029e-23
ENSG00000050628	PTGER3	0.247846	4.4317e-03
ENSG00000050730	TNIP3	0.055587	4.9818e-02
ENSG00000050748	MAPK9	0.425569	8.6058e-01
ENSG00000050767	COL23A1	0.089568	3.6686e-07
ENSG00000050820	BCAR1	0.177883	1.7856e-01
ENSG00000051009	FAM160A2	0.327004	9.6338e-01
ENSG00000051108	HERPUD1	0.238147	8.5455e-01
ENSG00000051128	HOMER3	0.131144	6.7864e-01
ENSG00000051180	RAD51	0.575757	1.0223e-01
ENSG00000051341	POLQ	0.094789	2.2490e-80
ENSG00000051382	PIK3CB	0.336019	2.1074e-01
ENSG00000051523	CYBA	0.361530	1.2419e-03
ENSG00000051596	THOC3	0.111071	3.5718e-01
ENSG00000051620	HEBP2	0.058850	6.3427e-05
ENSG00000052126	PLEKHA5	0.183915	1.0000e+00
ENSG00000052344	PRSS8	0.293894	1.1827e-02
ENSG00000052723	SIKE1	0.118522	1.9533e-01
ENSG00000052749	RRP12	0.108541	6.4432e-09
ENSG00000052795	FNIP2	0.171841	9.9994e-01
ENSG00000052802	MSMO1	0.161554	1.4542e-01
ENSG00000052841	TTC17	0.202147	5.7699e-02
ENSG00000052850	ALX4	0.182116	2.9761e-01
ENSG00000053108	FSTL4	0.185657	4.7927e-02
ENSG00000053254	FOXN3	0.322924	5.6620e-02
ENSG00000053328	METTL24	0.070533	9.0523e-06
ENSG00000053371	AKR7A2	0.055659	1.7276e-05
ENSG00000053372	MRTO4	0.074435	9.8640e-01
ENSG00000053438	NNAT	0.156878	5.3596e-01
ENSG00000053501	USE1	0.068603	2.2037e-04
ENSG00000053524	MCF2L2	0.099653	1.7393e-03
ENSG00000053702	NRIP2	0.032596	8.4465e-10
ENSG00000053747	LAMA3	0.113818	3.6852e-01
ENSG00000053770	AP5M1	0.093620	4.8823e-01
ENSG00000053900	ANAPC4	0.241701	6.9220e-04
ENSG00000053918	KCNQ1	0.315461	6.7214e-03
ENSG00000054116	TRAPPC3	0.214350	2.3784e-01
ENSG00000054118	THRAP3	0.325004	3.4569e-01
ENSG00000054148	PHPT1	0.058814	1.9036e-08
ENSG00000054179	ENTPD2	0.032870	4.8530e-14
ENSG00000054219	LY75	0.028485	1.3575e-45
ENSG00000054267	ARID4B	0.278533	9.1031e-01
ENSG00000054277	OPN3	0.095569	8.7414e-04
ENSG00000054282	SDCCAG8	0.047671	3.6576e-06
ENSG00000054356	PTPRN	0.217517	9.9458e-04
ENSG00000054392	HHAT	0.052179	1.5320e-07
ENSG00000054523	KIF1B	0.422192	7.5907e-01
ENSG00000054598	FOXC1	0.192283	9.5504e-01
ENSG00000054611	TBC1D22A	0.333580	6.8045e-01
ENSG00000054654	SYNE2	0.156688	1.6486e-01
ENSG00000054690	PLEKHH1	0.119826	1.4198e-04
ENSG00000054793	ATP9A	0.489676	9.9988e-01
ENSG00000054796	SPO11	0.087290	2.8106e-05
ENSG00000054803	CBLN4	0.444166	1.5286e-01
ENSG00000054938	CHRDL2	0.085847	6.9793e-02
ENSG00000054965	FAM168A	0.374755	8.9743e-01
ENSG00000054967	RELT	0.077676	1.6612e-01
ENSG00000054983	GALC	0.135065	4.6177e-14
ENSG00000055044	NOP58	0.308018	4.1511e-03
ENSG00000055070	SZRD1	0.228077	1.5188e-01
ENSG00000055118	KCNH2	0.463900	8.1472e-01
ENSG00000055130	CUL1	0.778148	1.0000e+00
ENSG00000055208	TAB2	0.329515	4.1729e-01
ENSG00000055211	GINM1	0.105193	1.6344e-01
ENSG00000055332	EIF2AK2	0.277136	1.7158e-01
ENSG00000055483	USP36	0.109765	4.1607e-01
ENSG00000055609	KMT2C	0.286996	7.4527e-01
ENSG00000055732	MCOLN3	0.095278	8.9874e-11
ENSG00000055813	CCDC85A	0.188376	3.9049e-04
ENSG00000055917	PUM2	0.398820	9.9132e-01
ENSG00000055950	MRPL43	0.110718	1.8245e-03
ENSG00000055955	ITIH4	0.117608	6.5048e-13
ENSG00000055957	ITIH1	0.039815	6.0879e-22
ENSG00000056097	ZFR	0.562640	1.0000e+00
ENSG00000056277	ZNF280C	0.361741	9.9870e-01
ENSG00000056291	NPFFR2	0.044118	5.4201e-06
ENSG00000056487	PHF21B	0.207538	9.8966e-01
ENSG00000056558	TRAF1	0.183879	1.1313e-03
ENSG00000056586	RC3H2	0.323256	9.5070e-01
ENSG00000056661	PCGF2	0.350949	1.5626e-02
ENSG00000056736	IL17RB	0.055074	1.6221e-09
ENSG00000056972	TRAF3IP2	0.220966	3.0244e-03
ENSG00000056998	GYG2	0.046085	3.8854e-05
ENSG00000057019	DCBLD2	0.229867	5.8140e-01
ENSG00000057149	SERPINB3	0.041062	5.8683e-12
ENSG00000057252	SOAT1	0.132774	1.7784e-07
ENSG00000057294	PKP2	0.061937	4.0702e-15
ENSG00000057468	MSH4	0.109606	4.6593e-16
ENSG00000057593	F7	0.109764	1.4708e-06
ENSG00000057608	GDI2	0.367755	5.6212e-01
ENSG00000057657	PRDM1	0.321281	1.3318e-01
ENSG00000057663	ATG5	0.422104	9.7260e-01
ENSG00000057704	TMCC3	0.202058	9.6304e-05
ENSG00000057757	PITHD1	0.234267	5.6605e-02
ENSG00000057935	MTA3	0.302198	3.8176e-01
ENSG00000058056	USP13	0.167439	1.0757e-04
ENSG00000058063	ATP11B	0.221080	4.3367e-02
ENSG00000058085	LAMC2	0.091005	4.7449e-12
ENSG00000058091	CDK14	0.362955	1.9095e-02
ENSG00000058262	SEC61A1	0.687747	3.7429e-01
ENSG00000058272	PPP1R12A	0.341873	8.7413e-01
ENSG00000058335	RASGRF1	0.512526	1.0000e+00
ENSG00000058404	CAMK2B	0.618480	9.7958e-01
ENSG00000058453	CROCC	0.010876	9.1034e-15
ENSG00000058600	POLR3E	0.226110	3.4730e-01
ENSG00000058668	ATP2B4	0.285776	8.0703e-01
ENSG00000058673	ZC3H11A	0.283424	9.9997e-01
ENSG00000058729	RIOK2	0.088598	2.3932e-01
ENSG00000058799	YIPF1	0.059720	1.5129e-03
ENSG00000058804	NDC1	0.096856	9.9711e-01
ENSG00000058866	DGKG	0.082642	2.9973e-10
ENSG00000059122	FLYWCH1	0.016539	2.0287e-01
ENSG00000059145	UNKL	0.168592	4.2209e-01
ENSG00000059377	TBXAS1	0.029089	1.5493e-04
ENSG00000059378	PARP12	0.169080	3.1479e-03
ENSG00000059573	ALDH18A1	0.325985	1.4155e-03
ENSG00000059588	TARBP1	0.050671	3.9037e-22
ENSG00000059728	MXD1	0.296618	1.0878e-01
ENSG00000059758	CDK17	0.419045	8.5940e-01
ENSG00000059769	DNAJC25	0.132145	1.2856e-03
ENSG00000059804	SLC2A3	0.293849	1.5086e-01
ENSG00000059915	PSD	0.200235	9.1001e-01
ENSG00000060069	CTDP1	0.281355	8.9346e-04
ENSG00000060138	YBX3	0.070269	8.5336e-03
ENSG00000060140	STYK1	0.054593	2.6561e-01
ENSG00000060237	WNK1	0.341285	4.6809e-05
ENSG00000060339	CCAR1	0.451320	9.9995e-01
ENSG00000060491	OGFR	0.184606	2.5060e-01
ENSG00000060558	GNA15	0.165296	4.7731e-03
ENSG00000060566	CREB3L3	0.128653	4.5461e-12
ENSG00000060642	PIGV	0.184581	2.2696e-04
ENSG00000060656	PTPRU	0.250344	8.8107e-01
ENSG00000060688	SNRNP40	0.331174	8.9485e-01
ENSG00000060709	RIMBP2	0.256754	6.4159e-01
ENSG00000060718	COL11A1	0.313946	1.0000e+00
ENSG00000060749	QSER1	0.137119	6.4441e-01
ENSG00000060762	MPC1	0.340979	3.8030e-02
ENSG00000060971	ACAA1	0.154995	3.0087e-01
ENSG00000060982	BCAT1	0.065538	3.3094e-08
ENSG00000061273	HDAC7	0.319623	9.9981e-01
ENSG00000061337	LZTS1	0.147648	9.2899e-01
ENSG00000061455	PRDM6	0.280001	8.7565e-01
ENSG00000061492	WNT8A	0.198868	1.2560e-03
ENSG00000061656	SPAG4	0.108259	6.2866e-06
ENSG00000061676	NCKAP1	0.468268	1.0000e+00
ENSG00000061794	MRPS35	0.042215	1.3338e-01
ENSG00000061936	SFSWAP	0.366595	9.9999e-01
ENSG00000061938	TNK2	0.118661	2.7785e-03
ENSG00000061987	MON2	0.355964	8.5521e-01
ENSG00000062038	CDH3	0.149496	1.3179e-09
ENSG00000062096	ARSF	0.037816	2.5997e-14
ENSG00000062194	GPBP1	0.293282	8.8332e-01
ENSG00000062282	DGAT2	0.178445	3.1848e-04
ENSG00000062485	CS	0.646155	7.2909e-01
ENSG00000062524	LTK	0.016667	2.9633e-23
ENSG00000062582	MRPS24	0.075958	4.4130e-03
ENSG00000062598	ELMO2	0.411305	5.2396e-05
ENSG00000062716	VMP1	0.422030	7.1145e-01
ENSG00000062725	APPBP2	0.546893	4.8056e-01
ENSG00000062822	POLD1	0.352254	5.3818e-01
ENSG00000063015	SEZ6	0.205885	3.6869e-01
ENSG00000063046	EIF4B	0.335697	9.2708e-01
ENSG00000063127	SLC6A16	0.053780	1.4151e-04
ENSG00000063176	SPHK2	0.175084	8.3760e-06
ENSG00000063177	RPL18	0.425128	9.1084e-01
ENSG00000063180	CA11	0.266445	1.6699e-02
ENSG00000063241	ISOC2	0.053984	2.1776e-06
ENSG00000063244	U2AF2	0.816155	9.8969e-01
ENSG00000063245	EPN1	0.311052	4.6711e-01
ENSG00000063322	MED29	0.117220	7.0391e-04
ENSG00000063438	AHRR	0.057861	2.6690e-01
ENSG00000063515	GSC2	0.039151	4.3148e-03
ENSG00000063601	MTMR1	0.323556	9.9931e-01
ENSG00000063660	GPC1	0.066899	2.6899e-01
ENSG00000063761	ADCK1	0.047349	1.1962e-07
ENSG00000063854	HAGH	0.054433	2.1122e-01
ENSG00000063978	RNF4	0.357834	3.6136e-01
ENSG00000064012	CASP8	0.230744	4.4212e-02
ENSG00000064042	LIMCH1	0.090449	9.4363e-01
ENSG00000064115	TM7SF3	0.116374	7.1376e-02
ENSG00000064195	DLX3	0.264756	4.1311e-02
ENSG00000064199	SPA17	0.098450	3.5077e-02
ENSG00000064201	TSPAN32	0.041078	3.6897e-04
ENSG00000064218	DMRT3	0.041083	8.1654e-03
ENSG00000064225	ST3GAL6	0.123303	1.8671e-06
ENSG00000064270	ATP2C2	0.033698	1.3259e-61
ENSG00000064309	CDON	0.154228	6.4717e-03
ENSG00000064313	TAF2	0.369386	1.7554e-02
ENSG00000064419	TNPO3	0.446264	1.5091e-06
ENSG00000064490	RFXANK	0.191303	8.4015e-03
ENSG00000064545	TMEM161A	0.049124	4.8168e-01
ENSG00000064547	LPAR2	0.357297	3.0507e-01
ENSG00000064601	CTSA	0.146223	2.8288e-02
ENSG00000064607	SUGP2	0.197794	9.9993e-01
ENSG00000064651	SLC12A2	0.275884	9.4443e-01
ENSG00000064652	SNX24	0.170126	3.8339e-05
ENSG00000064655	EYA2	0.259021	1.3877e-01
ENSG00000064666	CNN2	0.188037	4.5482e-01
ENSG00000064687	ABCA7	0.020080	3.9312e-01
ENSG00000064692	SNCAIP	0.294405	6.9195e-04
ENSG00000064703	DDX20	0.038111	1.2627e-02
ENSG00000064726	BTBD1	0.232415	8.0913e-07
ENSG00000064763	FAR2	0.237711	4.2028e-01
ENSG00000064787	BCAS1	0.032095	1.6396e-05
ENSG00000064835	POU1F1	0.145916	1.9721e-03
ENSG00000064886	CHI3L2	0.059579	1.3812e-05
ENSG00000064932	SBNO2	0.329016	6.8819e-01
ENSG00000064933	PMS1	0.044650	1.2914e-02
ENSG00000064961	HMG20B	0.134317	1.6708e-01
ENSG00000064989	CALCRL	0.340032	7.0703e-01
ENSG00000064995	TAF11	0.238389	4.4798e-02
ENSG00000064999	ANKS1A	0.331644	8.3149e-03
ENSG00000065000	AP3D1	0.412050	6.5984e-01
ENSG00000065029	ZNF76	0.099540	1.7326e-01
ENSG00000065054	SLC9A3R2	0.120981	2.7558e-01
ENSG00000065057	NTHL1	0.122630	2.5583e-09
ENSG00000065060	UHRF1BP1	0.102984	8.0934e-14
ENSG00000065135	GNAI3	0.307122	2.6568e-02
ENSG00000065150	IPO5	0.372572	1.0000e+00
ENSG00000065154	OAT	0.225901	2.1735e-05
ENSG00000065183	WDR3	0.126826	5.0411e-01
ENSG00000065243	PKN2	0.348739	9.9998e-01
ENSG00000065268	WDR18	0.070293	9.8004e-01
ENSG00000065308	TRAM2	0.324036	9.4546e-01
ENSG00000065320	NTN1	0.305988	9.9940e-01
ENSG00000065325	GLP2R	0.177734	9.9455e-05
ENSG00000065328	MCM10	0.037284	4.0772e-15
ENSG00000065357	DGKA	0.415455	4.4561e-01
ENSG00000065361	ERBB3	0.245718	2.1922e-03
ENSG00000065371	ROPN1	0.068943	5.0873e-03
ENSG00000065413	ANKRD44	0.231131	5.6165e-01
ENSG00000065427	KARS	0.218337	1.3866e-06
ENSG00000065457	ADAT1	0.078053	3.7326e-01
ENSG00000065485	PDIA5	0.077882	1.4881e-02
ENSG00000065491	TBC1D22B	0.374168	1.1539e-01
ENSG00000065518	NDUFB4	0.088819	5.2626e-02
ENSG00000065526	SPEN	0.205005	9.9466e-01
ENSG00000065534	MYLK	0.188301	4.9557e-01
ENSG00000065548	ZC3H15	0.336688	8.2382e-02
ENSG00000065559	MAP2K4	0.580780	9.9089e-01
ENSG00000065600	TMEM206	0.104859	8.4311e-10
ENSG00000065609	SNAP91	0.227075	7.1860e-01
ENSG00000065613	SLK	0.337279	8.1309e-01
ENSG00000065615	CYB5R4	0.093261	2.5892e-09
ENSG00000065618	COL17A1	0.074835	1.1904e-02
ENSG00000065621	GSTO2	0.064908	5.3363e-10
ENSG00000065665	SEC61A2	0.399262	9.0302e-02
ENSG00000065675	PRKCQ	0.357520	3.5107e-01
ENSG00000065717	TLE2	0.139008	5.7313e-02
ENSG00000065802	ASB1	0.275460	2.9367e-03
ENSG00000065809	FAM107B	0.057975	6.0335e-01
ENSG00000065833	ME1	0.068212	2.0931e-11
ENSG00000065882	TBC1D1	0.101678	4.3104e-03
ENSG00000065883	CDK13	0.345999	9.9840e-01
ENSG00000065911	MTHFD2	0.175535	1.2951e-02
ENSG00000065923	SLC9A7	0.302340	9.9380e-01
ENSG00000065970	FOXJ2	0.169542	9.9695e-01
ENSG00000065978	YBX1	0.362061	4.0746e-03
ENSG00000065989	PDE4A	0.257500	9.6725e-01
ENSG00000066027	PPP2R5A	0.345276	3.1769e-01
ENSG00000066032	CTNNA2	0.445371	2.8345e-01
ENSG00000066044	ELAVL1	0.781949	9.8861e-01
ENSG00000066056	TIE1	0.142692	2.4697e-07
ENSG00000066084	DIP2B	0.314654	9.9854e-01
ENSG00000066117	SMARCD1	0.451276	8.5043e-01
ENSG00000066135	KDM4A	0.385601	1.0000e+00
ENSG00000066136	NFYC	0.386560	6.6766e-01
ENSG00000066185	ZMYND12	0.066268	1.8808e-03
ENSG00000066230	SLC9A3	0.336278	9.7323e-01
ENSG00000066248	NGEF	0.195173	6.0694e-01
ENSG00000066279	ASPM	0.094719	4.3169e-48
ENSG00000066294	CD84	0.050512	4.3380e-08
ENSG00000066322	ELOVL1	0.463166	5.1449e-01
ENSG00000066336	SPI1	0.492009	8.7348e-01
ENSG00000066379	ZNRD1	0.192204	2.1208e-01
ENSG00000066382	MPPED2	0.391696	3.7310e-01
ENSG00000066405	CLDN18	0.148969	2.0313e-04
ENSG00000066422	ZBTB11	0.212075	1.5412e-02
ENSG00000066427	ATXN3	0.290869	3.9179e-01
ENSG00000066455	GOLGA5	0.167191	5.6458e-01
ENSG00000066468	FGFR2	0.433937	9.8918e-01
ENSG00000066557	LRRC40	0.062624	1.0803e-21
ENSG00000066583	ISOC1	0.101507	2.2854e-04
ENSG00000066629	EML1	0.276400	7.9597e-02
ENSG00000066651	TRMT11	0.046458	4.3618e-04
ENSG00000066654	THUMPD1	0.072192	2.4730e-14
ENSG00000066697	MSANTD3	0.228446	8.0037e-02
ENSG00000066735	KIF26A	0.071205	1.5619e-01
ENSG00000066739	ATG2B	0.183078	2.5279e-08
ENSG00000066777	ARFGEF1	0.587669	1.0000e+00
ENSG00000066813	ACSM2B	0.038957	6.3859e-02
ENSG00000066827	ZFAT	0.242005	2.2413e-08
ENSG00000066855	MTFR1	0.100010	8.2770e-05
ENSG00000066923	STAG3	0.213431	4.7627e-03
ENSG00000066926	FECH	0.270770	2.0666e-03
ENSG00000066933	MYO9A	0.266530	4.8060e-01
ENSG00000067057	PFKP	0.190750	3.5688e-03
ENSG00000067064	IDI1	0.266195	3.7392e-03
ENSG00000067066	SP100	0.058002	1.1620e-04
ENSG00000067082	KLF6	0.579003	9.3328e-01
ENSG00000067141	NEO1	0.258971	9.7598e-01
ENSG00000067167	TRAM1	0.317770	9.1487e-01
ENSG00000067177	PHKA1	0.281442	2.4626e-07
ENSG00000067182	TNFRSF1A	0.287405	9.8695e-01
ENSG00000067191	CACNB1	0.236429	9.7675e-01
ENSG00000067208	EVI5	0.132246	1.0054e-10
ENSG00000067221	STOML1	0.193320	7.0312e-03
ENSG00000067225	PKM	0.376508	3.8130e-01
ENSG00000067248	DHX29	0.195815	1.3137e-03
ENSG00000067334	DNTTIP2	0.096518	2.8069e-03
ENSG00000067369	TP53BP1	0.243058	3.9899e-01
ENSG00000067445	TRO	0.297449	2.9055e-01
ENSG00000067533	RRP15	0.047064	2.7551e-04
ENSG00000067560	RHOA	0.822252	6.9492e-01
ENSG00000067596	DHX8	0.598275	1.9808e-01
ENSG00000067606	PRKCZ	0.427639	2.8264e-01
ENSG00000067704	IARS2	0.159901	1.9754e-01
ENSG00000067715	SYT1	0.448478	6.0372e-01
ENSG00000067798	NAV3	0.174815	1.0000e+00
ENSG00000067829	IDH3G	0.393107	1.4869e-01
ENSG00000067836	ROGDI	0.071663	2.2839e-02
ENSG00000067840	PDZD4	0.304183	9.8115e-01
ENSG00000067842	ATP2B3	0.364008	9.9994e-01
ENSG00000067900	ROCK1	0.546977	6.8425e-01
ENSG00000067955	CBFB	0.404099	6.8865e-01
ENSG00000067992	PDK3	0.419361	4.1715e-01
ENSG00000068001	HYAL2	0.145510	1.0964e-01
ENSG00000068024	HDAC4	0.491539	4.4088e-01
ENSG00000068028	RASSF1	0.055959	2.5998e-03
ENSG00000068078	FGFR3	0.240821	1.5880e-01
ENSG00000068079	IFI35	0.042019	4.8024e-07
ENSG00000068097	HEATR6	0.030648	7.4538e-02
ENSG00000068120	COASY	0.042921	1.4930e-01
ENSG00000068137	PLEKHH3	0.065884	3.2700e-07
ENSG00000068305	MEF2A	0.262138	6.1902e-01
ENSG00000068308	OTUD5	0.716144	9.9643e-01
ENSG00000068323	TFE3	0.389567	9.7669e-01
ENSG00000068354	TBC1D25	0.511280	6.2218e-02
ENSG00000068366	ACSL4	0.473566	1.6467e-01
ENSG00000068383	INPP5A	0.323031	5.8049e-01
ENSG00000068394	GPKOW	0.126094	9.9568e-01
ENSG00000068400	GRIPAP1	0.401535	9.9989e-01
ENSG00000068438	FTSJ1	0.543111	9.9370e-01
ENSG00000068489	PRR11	0.143074	1.8207e-02
ENSG00000068615	REEP1	0.358539	6.8608e-01
ENSG00000068650	ATP11A	0.215641	1.0940e-04
ENSG00000068654	POLR1A	0.364701	9.9967e-01
ENSG00000068697	LAPTM4A	0.071603	4.2510e-03
ENSG00000068724	TTC7A	0.119187	2.4261e-03
ENSG00000068745	IP6K2	0.330621	4.9194e-01
ENSG00000068781	STON1-GTF2A1L	0.095791	4.6056e-23
ENSG00000068784	SRBD1	0.146646	1.5106e-06
ENSG00000068793	CYFIP1	0.294216	7.5952e-01
ENSG00000068796	KIF2A	0.563478	9.7698e-01
ENSG00000068831	RASGRP2	0.248230	9.2365e-01
ENSG00000068878	PSME4	0.419997	9.9999e-01
ENSG00000068885	IFT80	0.239308	1.3263e-04
ENSG00000068903	SIRT2	0.115246	2.7005e-01
ENSG00000068912	ERLEC1	0.252438	9.6767e-04
ENSG00000068971	PPP2R5B	0.441568	3.2516e-01
ENSG00000068976	PYGM	0.260963	3.8707e-12
